Track Name,Artist,Album,Release Date,Spotify Duration (ms),Spotify Track URL,YouTube Original Video URL,Original Duration,YouTube Piano Solo Video URL,Piano Solo Duration,Year,Decade,Spotify Duration (min),Original Duration (min),Piano Duration (min),Diff_Original_Piano
Samba do Grande Amor - Ao Vivo,Chico Buarque,Que Tal Um Samba? (Ao Vivo),2023-11-24,170448,https://open.spotify.com/track/4tj4BdoordmiTZJcyTjimT,https://www.youtube.com/watch?v=TsGOVn535s8,162000,https://www.youtube.com/watch?v=Fsa8vVxK8CU,354000.0,2023,2020,2.8408,2.7,5.9,-3.2
A Rita,Chico Buarque,Chico Buarque de Hollanda,1966-01-01,121173,https://open.spotify.com/track/7ltJ3o2O6fHtUn8iY2eXHi,https://www.youtube.com/watch?v=xP_2lD8-6Yc,122000,https://www.youtube.com/watch?v=wr9w0kEQknM,150000.0,1966,1960,2.01955,2.033333333333333,2.5,-0.4666666666666668
Todos Os Verbos,Zélia Duncan,Pelo Sabor do Gesto Em Cena,2011-09-08,236146,https://open.spotify.com/track/578ISB7bC32Gf9Wulal5jR,https://www.youtube.com/watch?v=gL6y4z7NkGs,322000,https://www.youtube.com/watch?v=CWdZTRo7LSc,171000.0,2011,2010,3.935766666666667,5.366666666666666,2.85,2.516666666666666
Joana Francesa,Chico Buarque,Uma Palavra,1995-01-01,184053,https://open.spotify.com/track/6C5k5RJzhr229Hr2kV63EP,https://www.youtube.com/watch?v=ZIV1dqsS0po,186000,https://www.youtube.com/watch?v=ZZ3IsdjPCTM,362000.0,1995,1990,3.06755,3.1,6.033333333333333,-2.933333333333333
As Caravanas,Chico Buarque,Caravanas,2017-08-25,167573,https://open.spotify.com/track/4cEfEKnJ34cV4qnqc57oOG,https://www.youtube.com/watch?v=6TtjniGQqAc,182000,https://www.youtube.com/watch?v=81wxycPAhe4,181000.0,2017,2010,2.792883333333333,3.033333333333333,3.0166666666666666,0.016666666666666607
Miedo (with Lenine),Pedro Guerra,Pedro Guerra 30 Años,2013-09-04,230626,https://open.spotify.com/track/01y9wrxeCdfLfGknaJXi6O,https://www.youtube.com/watch?v=j8_xzn8LqHE,323000,https://www.youtube.com/watch?v=pTWHp5B-6Ac,264000.0,2013,2010,3.8437666666666668,5.383333333333334,4.4,0.9833333333333334
Lisboa,ANAVITÓRIA,COR,2021-01-01,219302,https://open.spotify.com/track/2o2xhyri4aJUtgMGkf5P0J,https://www.youtube.com/watch?v=o3-lzz60iTQ,223000,https://www.youtube.com/watch?v=gKEuoh9JmXw,119000.0,2021,2020,3.6550333333333334,3.716666666666667,1.9833333333333334,1.7333333333333334
João E Maria,Nara Leão,Chico 50 Anos - O Trovador,1994-01-01,141773,https://open.spotify.com/track/0XI3xzi3W1sBDfri2FKtj9,https://www.youtube.com/watch?v=FvX-pfQvrjc,145000,https://www.youtube.com/watch?v=bMtTvxiv-Rw,156000.0,1994,1990,2.3628833333333334,2.4166666666666665,2.6,-0.18333333333333357
Cálice,Chico Buarque,Chico Buarque,1978-01-01,241866,https://open.spotify.com/track/0VUgbCK0k8QWGpLiEV8YYZ,https://www.youtube.com/watch?v=9y2xB90A0CY,242000,https://www.youtube.com/watch?v=A5Opbdm_IhU,215000.0,1978,1970,4.0311,4.033333333333333,3.5833333333333335,0.44999999999999973
De Janeiro a Janeiro,Roberta Campos,Varrendo a Lua,2010-01-06,190960,https://open.spotify.com/track/1de5qtvROLxLtMAQrmZjev,https://www.youtube.com/watch?v=0CEkbD3nepI,192000,https://www.youtube.com/watch?v=fk6Kl7GZZzA,177000.0,2010,2010,3.1826666666666665,3.2,2.95,0.25
Samurai (Ao Vivo),Djavan,"Djavan ""Ao Vivo""",1999-03-25,330333,https://open.spotify.com/track/4xFsL0r5MHBNvb5JrqxvQu,https://www.youtube.com/watch?v=lBrDZjuwKSw,292000,https://www.youtube.com/watch?v=thpjTyV5WOE,77000.0,1999,1990,5.50555,4.866666666666666,1.2833333333333334,3.583333333333333
Sorte (feat. Caetano Veloso),Gal Costa,Gal Canta Caetano,2004-06-15,248533,https://open.spotify.com/track/1KdqB4iQJOjvvWETjseJWJ,https://www.youtube.com/watch?v=tVXwRjABmUA,257000,https://www.youtube.com/watch?v=dwprPdOncA8,100000.0,2004,2000,4.142216666666667,4.283333333333333,1.6666666666666667,2.6166666666666663
Fé - Ao Vivo,Caetano Veloso,Fé (Ao Vivo),2024-10-12,212601,https://open.spotify.com/track/0JBC2rItQc5K8wMZrMDV2r,https://www.youtube.com/watch?v=tjRsRKqBi7A,217000,https://www.youtube.com/watch?v=GfQmWrA64-0,143000.0,2024,2020,3.54335,3.6166666666666667,2.3833333333333333,1.2333333333333334
Luz Dos Olhos,Nando Reis,"A Letra ""A""",2003-01-01,333986,https://open.spotify.com/track/4q5DyOuUjMJ7LVlDSwAAIY,https://www.youtube.com/watch?v=n2aCTyqG1jI,362000,https://www.youtube.com/watch?v=jKy54QfhZfg,253000.0,2003,2000,5.566433333333333,6.033333333333333,4.216666666666667,1.8166666666666664
Trevo (Tu),ANAVITÓRIA,ANAVITÓRIA,2016-08-19,205467,https://open.spotify.com/track/01Z18LIRXx7QHzWp2QpDaE,https://www.youtube.com/watch?v=GiXHRwNTu_I,208000,https://www.youtube.com/watch?v=lJ_xj9w88SI,242000.0,2016,2010,3.42445,3.466666666666667,4.033333333333333,-0.5666666666666664
Tiro Ao Álvaro,Elis Regina,The Essential,2003-01-01,162360,https://open.spotify.com/track/0m3hiKjI2QGSKxvG732Ekq,https://www.youtube.com/watch?v=9Zou9f_oIq8,164000,https://www.youtube.com/watch?v=qkpL-Zvk96g,139000.0,2003,2000,2.706,2.7333333333333334,2.316666666666667,0.4166666666666665
O Que Será (A Flor Da Pele),Milton Nascimento,Geraes,1976-03-05,247426,https://open.spotify.com/track/7fRTrtsDybRLzRWe6fhtKZ,https://www.youtube.com/watch?v=GPTOAYyt8BU,287000,https://www.youtube.com/watch?v=jqgiz2fVqS0,154000.0,1976,1970,4.123766666666667,4.783333333333333,2.566666666666667,2.2166666666666663
Final Feliz,Jorge Vercillo,Final Feliz,2005-01-01,228093,https://open.spotify.com/track/63UoADn3f4l6Ie9adk5su9,https://www.youtube.com/watch?v=w6zdxD-VxeE,229000,https://www.youtube.com/watch?v=IOJHkVXc_MQ,276000.0,2005,2000,3.80155,3.816666666666667,4.6,-0.7833333333333328
Só Tinha De Ser Com Você,Elis Regina,Elis & Tom,1974-06-17,233015,https://open.spotify.com/track/209ucYTS6vWEV5iydrHiOt,https://www.youtube.com/watch?v=-QVpvVq8mP8,269000,https://www.youtube.com/watch?v=pqZRLsTuAUI,208000.0,1974,1970,3.883583333333333,4.483333333333333,3.466666666666667,1.0166666666666666
É Isso Aí (The Blower'S Daughter),Ana Carolina,Ana E Jorge (Ao Vivo),2005-11-17,318026,https://open.spotify.com/track/6tvnj77OJD0DJTgSIi6fQ3,https://www.youtube.com/watch?v=NyZWSFpFiig,319000,https://www.youtube.com/watch?v=NHO18f-pOb4,202000.0,2005,2000,5.300433333333333,5.316666666666666,3.3666666666666667,1.9499999999999997
Odara,Caetano Veloso,Caetanear,1985-11-01,199333,https://open.spotify.com/track/45qF2E2smfkrMR47xF5QZy,https://www.youtube.com/watch?v=Q7xZ3cBPxIE,317000,https://www.youtube.com/watch?v=pXNSfiWy_Hk,119000.0,1985,1980,3.322216666666667,5.283333333333333,1.9833333333333334,3.3
Apesar de Querer,Rodrigo Alarcon,Apesar de Querer,2019-10-02,244000,https://open.spotify.com/track/6MbwzsouKfv44jkE6eA4j9,https://www.youtube.com/watch?v=A2sCL5InsYk,255000,https://www.youtube.com/watch?v=eQmmakvjrfk,243000.0,2019,2010,4.066666666666666,4.25,4.05,0.20000000000000018
Ciranda da Bailarina,Adriana Partimpim,Adriana Partimpim,2004-06-17,169080,https://open.spotify.com/track/0R1Jb66fzR5uVWF1ULW51h,https://www.youtube.com/watch?v=y6qKIpX4MgA,170000,https://www.youtube.com/watch?v=r1Oz26jupm4,186000.0,2004,2000,2.818,2.8333333333333335,3.1,-0.2666666666666666
O Pato,Toquinho,Música do Brasil (Para Ouvir Com Prazer): Vol. 6,2016-10-05,128546,https://open.spotify.com/track/1ZF9lNYNJh2vTrYWJzRaO2,https://www.youtube.com/watch?v=95hS2MUBhz0,182000,https://www.youtube.com/watch?v=xmx_WOUjlmM,82000.0,2016,2010,2.1424333333333334,3.033333333333333,1.3666666666666667,1.6666666666666665
Lisboa-Madrid,ANAVITÓRIA,Lisboa-Madrid,2021-05-28,220031,https://open.spotify.com/track/70kJ2O6JiFg4nTATPw4b0E,https://www.youtube.com/watch?v=442qnzeZZYM,221000,https://www.youtube.com/watch?v=bUPlP9lpEV4,214000.0,2021,2020,3.6671833333333335,3.683333333333333,3.566666666666667,0.11666666666666625
Fica,ANAVITÓRIA,Fica,2017-04-18,184267,https://open.spotify.com/track/3KK3nLgrRdycpnYxPDVfMV,https://www.youtube.com/watch?v=-QdZ2VtOkhc,188000,https://www.youtube.com/watch?v=gKEuoh9JmXw,119000.0,2017,2010,3.0711166666666667,3.1333333333333333,1.9833333333333334,1.15
Samba Do Approach,Zeca Baleiro,Vô Imbolá,1999-01-01,229080,https://open.spotify.com/track/7FHVPjQyq8fdVWMV4qEJs9,https://www.youtube.com/watch?v=6LWzaFLAxuk,203000,https://www.youtube.com/watch?v=FEQfzlwxue8,257000.0,1999,1990,3.818,3.3833333333333333,4.283333333333333,-0.8999999999999999
Herdeiros Do Futuro,Toquinho,Toquinho e Convidados: Canção Dos Direitos Das Crianças,1997-01-01,236480,https://open.spotify.com/track/1gnRSQGGRyrvBlI3FJPXMO,https://www.youtube.com/watch?v=KtfRRIc5VME,210000,https://www.youtube.com/watch?v=n9aTyCcwYG8,140000.0,1997,1990,3.941333333333333,3.5,2.3333333333333335,1.1666666666666665
Laços,Nando Reis,Laços,2020-11-27,240585,https://open.spotify.com/track/1WrHBBRPokbuJSon8AGlA9,https://www.youtube.com/watch?v=mUiYzXvjGlk,245000,https://www.youtube.com/watch?v=VURrMPtX_IY,134000.0,2020,2020,4.00975,4.083333333333333,2.2333333333333334,1.8499999999999996
Peixinhos Do Mar,Milton Nascimento,Sentinela,1980-07-01,185426,https://open.spotify.com/track/1n2Y698UhZnU52PH5nMEhO,https://www.youtube.com/watch?v=H4WHTDuJtlA,186000,https://www.youtube.com/watch?v=DFCuMrKSTYg,219000.0,1980,1980,3.0904333333333334,3.1,3.65,-0.5499999999999998
Geleira do tempo,ANAVITÓRIA,Geleira do tempo,2021-01-10,211831,https://open.spotify.com/track/4ziqkaBXfo4GrmuF0gsNyi,https://www.youtube.com/watch?v=yVFp1_hqRo0,273000,https://www.youtube.com/watch?v=HLwKC-auZ-k,108000.0,2021,2020,3.5305166666666667,4.55,1.8,2.75
Fico Assim Sem Você,Adriana Partimpim,Adriana Partimpim,2004-06-17,188146,https://open.spotify.com/track/36i9NcqbdQFdQfOROpIwMA,https://www.youtube.com/watch?v=We4grw21hRA,189000,https://www.youtube.com/watch?v=qtwDkk7kABc,190000.0,2004,2000,3.1357666666666666,3.15,3.1666666666666665,-0.016666666666666607
Tudo Que Se Quer (All Ask I You),Emílio Santiago,Aquarela Brasileira 6,2013-05-15,239560,https://open.spotify.com/track/1rCrJem6MNI4jcTfbJsuET,https://www.youtube.com/watch?v=mDziiycA8dY,241000,https://www.youtube.com/watch?v=rhKdP0Qz5D0,145000.0,2013,2010,3.9926666666666666,4.016666666666667,2.4166666666666665,1.6
Grão de Areia,Rubel,"AS PALAVRAS, VOL. 1 & 2",2023-03-03,223765,https://open.spotify.com/track/0MEQNyNQA8huagTIfAnqGC,https://www.youtube.com/watch?v=3_o8JhPWvUs,224000,https://www.youtube.com/watch?v=BxqBgXG2HHA,61000.0,2023,2020,3.729416666666667,3.7333333333333334,1.0166666666666666,2.716666666666667
Iolanda (Yolanda) - Ao Vivo,Chico Buarque,Caravanas Ao Vivo,2018-09-11,242776,https://open.spotify.com/track/3vuHdUea3DXFzUf7Yt4syf,https://www.youtube.com/watch?v=AWPKJzOrNP4,235000,https://www.youtube.com/watch?v=bwug00Q3-V0,288000.0,2018,2010,4.046266666666667,3.9166666666666665,4.8,-0.8833333333333333
Maracatu Atômico,Chico Science,Afrociberdelia,1996-05-15,284173,https://open.spotify.com/track/3cR6v2bOwqi7znC8P5Vs1T,https://www.youtube.com/watch?v=n8QJrkIghaY,288000,https://www.youtube.com/watch?v=NAWvrHefrRg,135000.0,1996,1990,4.7362166666666665,4.8,2.25,2.55
Mais um Na Multidão,Erasmo Carlos,Fundamental - Erasmo Carlos,2013-01-01,226533,https://open.spotify.com/track/3l4K8pMXn8ieca06dtW7jy,https://www.youtube.com/watch?v=AOqIhgSSi5U,226000,https://www.youtube.com/watch?v=gyIKimdYN3I,222000.0,2013,2010,3.77555,3.7666666666666666,3.7,0.06666666666666643
Nada Será Como Antes - Ao Vivo,Milton Nascimento,Uma Travessia - 50 Anos de Carreira (Ao Vivo),2013-01-01,226600,https://open.spotify.com/track/6QQXU74thkWh7qd79nYAcn,https://www.youtube.com/watch?v=8sW461txkqs,210000,https://www.youtube.com/watch?v=PcrvE7Chkbc,239000.0,2013,2010,3.776666666666667,3.5,3.9833333333333334,-0.4833333333333334
Outrória,ANAVITÓRIA,O Tempo É Agora,2018-03-08,178727,https://open.spotify.com/track/5KV6ycJQtuU1ZZRUUqmV7Y,https://www.youtube.com/watch?v=DpRIomLBQZA,180000,https://www.youtube.com/watch?v=gKEuoh9JmXw,119000.0,2018,2010,2.9787833333333333,3.0,1.9833333333333334,1.0166666666666666
Dueto,Chico Buarque,Caravanas,2017-08-25,202080,https://open.spotify.com/track/1UI0p7UHJVyiVlug9ENhjg,https://www.youtube.com/watch?v=T0Gf-8XJios,203000,https://www.youtube.com/watch?v=bMtTvxiv-Rw,156000.0,2017,2010,3.368,3.3833333333333333,2.6,0.7833333333333332
